Timestamp,Alert
2025-11-17T20:51:32.004818,Ship 103 GPS anomaly detected!
2025-11-17T20:51:44.630967,Ship 102 GPS anomaly detected!
2025-11-17T20:51:46.304537,Ship 103 GPS anomaly detected!
2025-11-17T20:58:23.340941,User admin on Ship 101 had 3 consecutive failed logins!
2025-11-17T20:58:25.030879,User admin on Ship 103 had 3 consecutive failed logins!
2025-11-17T20:58:26.820732,User admin on Ship 103 had 4 consecutive failed logins!
2025-11-19T13:14:41.481118,User admin on Ship 101 had 3 consecutive failed logins!
2025-11-19T13:14:43.706381,User admin on Ship 103 had 3 consecutive failed logins!
2025-11-19T13:14:45.561337,User admin on Ship 103 had 4 consecutive failed logins!
2025-11-19T13:15:31.834816,User admin on Ship 101 had 3 consecutive failed logins!
2025-11-19T13:15:33.689465,User admin on Ship 103 had 3 consecutive failed logins!
2025-11-19T13:15:35.703872,User admin on Ship 103 had 4 consecutive failed logins!
2025-11-19T15:25:23.062356,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-19T15:25:25.684521,User david on Ship 105 had 3 consecutive failed logins!
2025-11-19T15:25:27.636715,User david on Ship 105 had 4 consecutive failed logins!
2025-11-19T15:25:29.237534,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-19T15:25:48.678532,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-19T15:25:50.922666,User david on Ship 105 had 3 consecutive failed logins!
2025-11-19T15:25:54.158501,User david on Ship 105 had 4 consecutive failed logins!
2025-11-19T15:25:55.903830,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-19T15:26:43.809206,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-19T15:26:48.932597,User david on Ship 105 had 3 consecutive failed logins!
2025-11-19T15:26:51.140546,User david on Ship 105 had 4 consecutive failed logins!
2025-11-19T15:26:53.358570,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-19T21:50:10.061547,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-19T21:50:12.328069,User david on Ship 105 had 3 consecutive failed logins!
2025-11-19T21:50:14.276136,User david on Ship 105 had 4 consecutive failed logins!
2025-11-19T21:50:24.209151,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-19T21:51:16.475379,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-19T21:51:18.484412,User david on Ship 105 had 3 consecutive failed logins!
2025-11-19T21:51:21.963645,User david on Ship 105 had 4 consecutive failed logins!
2025-11-19T21:51:24.321465,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T00:57:17.011571,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T00:57:19.457850,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T00:57:21.734515,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T00:57:24.131853,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T00:57:35.957421,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T00:57:38.238362,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T00:57:39.882038,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T00:57:42.209812,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T00:59:27.717086,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T00:59:29.342596,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T00:59:31.615282,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T00:59:33.257167,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:02:09.095066,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:02:11.392899,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:02:13.045133,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:02:14.652941,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:02:27.227059,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:02:29.520745,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:02:31.201103,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:02:32.863790,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:04:47.506958,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:04:49.129538,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:04:51.376766,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:04:53.643081,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:05:48.028661,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:05:49.664805,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:05:51.283321,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:05:52.957533,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:34:55.229103,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:34:55.237228,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:34:55.242882,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:34:55.251845,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:35:10.062723,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:35:10.068262,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:35:10.076431,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:35:10.084523,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:35:15.113472,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:35:15.119920,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:35:15.141678,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:35:15.151050,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:46:21.084038,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:46:21.097927,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:46:21.104551,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:46:21.112339,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:46:31.430515,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:46:31.436535,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:46:31.441367,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:46:31.448357,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:52:12.046274,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:52:12.079607,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:52:12.094935,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:52:12.112098,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:52:22.877758,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:52:22.896119,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:52:22.903922,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:52:22.909732,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:52:33.904328,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:52:33.918029,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:52:33.924538,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:52:33.934032,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:52:48.091075,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:52:48.142276,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:52:48.156419,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:52:48.201911,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:53:14.014420,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:53:14.028476,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:53:14.038126,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:53:14.046055,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:53:14.944080,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T01:53:35.860836,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T01:53:35.877061,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T01:53:35.891937,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T01:53:35.911794,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T01:53:37.001430,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T08:33:59.747621,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T08:33:59.753521,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T08:33:59.759461,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T08:33:59.764780,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T08:34:05.063905,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T08:52:27.576580,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T08:52:29.916662,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T08:52:31.879731,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T08:52:34.726312,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T08:52:39.411167,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T21:23:29.335303,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T21:23:38.250308,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T21:23:46.887771,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T21:23:56.437942,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T21:36:28.181881,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T21:36:37.549268,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T21:36:46.477659,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T21:36:48.449701,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T21:37:07.994672,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T21:37:08.009326,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T21:37:11.966443,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T21:37:14.300621,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T21:37:16.282012,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T21:37:20.308652,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T21:37:25.302858,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T21:37:34.586363,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T21:37:51.343738,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T21:37:58.979783,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T22:13:07.741878,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T22:13:18.840452,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T22:13:23.952598,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T22:13:35.662863,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T22:13:47.715407,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T22:20:43.536702,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T22:20:46.888717,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T22:20:50.457297,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T22:20:54.485866,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T22:21:00.224175,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T22:21:02.236943,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T22:21:06.503365,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T22:21:10.675013,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T22:21:14.625525,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T22:21:18.853960,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T22:21:28.082566,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T22:21:32.488121,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T22:21:36.213460,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T22:21:39.810375,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T22:21:47.386009,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T23:14:10.465489,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T23:14:14.417450,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T23:14:19.590230,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T23:14:23.732861,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T23:14:31.080563,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-20T23:32:53.210961,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T23:32:57.947607,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T23:33:01.429305,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T23:40:21.492918,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T23:59:14.495918,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-20T23:59:18.916726,User david on Ship 105 had 3 consecutive failed logins!
2025-11-20T23:59:23.201838,User david on Ship 105 had 4 consecutive failed logins!
2025-11-20T23:59:26.994158,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-20T23:59:33.068545,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:11:04.991050,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:11:09.355788,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:11:13.653870,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:11:17.851903,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:11:25.607866,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:14:24.291996,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:14:28.217973,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:14:31.058483,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:14:36.098678,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:14:40.407011,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:14:43.934119,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:14:50.013935,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:15:00.756944,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:15:04.361464,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:15:08.559466,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:15:12.246619,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:15:18.540862,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:15:34.349633,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:15:38.050429,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:15:41.531213,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:15:45.321717,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:15:52.180482,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:26:28.435761,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:26:32.183489,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:26:35.867293,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:26:39.349566,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:26:47.949985,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:26:55.737300,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:26:59.077184,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:27:03.210631,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:27:07.099636,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:27:13.205448,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:27:16.240668,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:27:20.414509,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:27:24.611944,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:27:28.194502,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:27:33.868177,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:37:57.072226,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:37:58.438626,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:38:01.786867,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:38:05.933562,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:38:09.030412,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:38:13.251959,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:44:20.829388,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:44:21.331498,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:44:24.813333,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:44:25.089178,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:44:28.847767,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:44:31.822046,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:44:35.983163,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:44:39.401033,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:44:42.324131,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:44:45.256724,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:44:48.213426,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:44:52.696491,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:45:37.922084,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:45:40.152486,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:45:40.941905,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:45:43.137858,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:45:43.879891,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:45:44.065649,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:45:47.069477,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:45:47.879183,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:45:50.669707,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:45:52.623491,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:45:53.719987,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:45:56.492416,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:46:00.071172,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:46:03.016225,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:46:06.033099,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:46:10.149517,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:46:13.779961,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:46:18.370915,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:52:12.007560,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:52:12.194633,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:52:15.352604,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:52:15.351608,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:52:18.357352,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:52:18.986026,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:52:21.934697,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:52:22.099844,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:52:25.017684,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:52:26.140727,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:52:29.467495,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:54:22.701704,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:54:24.984628,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:54:28.610203,User david on Ship 105 had 3 consecutive failed logins!
2025-11-21T00:54:31.818281,User david on Ship 105 had 4 consecutive failed logins!
2025-11-21T00:54:34.883947,User charlie on Ship 104 had 3 consecutive failed logins!
2025-11-21T00:54:39.520956,"Blocked IP 192.168.0.104 attempted login on Ship 104, user charlie"
2025-11-21T00:57:06.083588,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
2025-11-21T00:57:08.585820,"Suspicious IP 192.168.3.21 — fails: 2, users: 4"
